,register_id,Name,Neighborhood ID,Neighborhood Name,District ID,District Name,Service Type,Latitude,Longitude
1138,﻿92168164995,Institut  Escola del Treball,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Formació professional,41.38795885151004,2.14824894371729
1139,﻿93180115531,Centre Informàtica i Recerca,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38132376004671,2.1262516820863997
1140,﻿92086010037,"Escola Tècnica Superior d'Enginyers de Camins, Canals i Ports - UPC",21.0,Pedralbes,4.0,Les Corts,Universitats,41.38994831282826,2.115393722114865
1141,﻿92086007892,Escola d'Aprenents SEAT,12.0,la Marina del Prat Vermell,3.0,Sants-Montjuïc,Formació professional,41.35443340782173,2.142929012130741
1142,﻿99400321973,Escola per a Infants i Adolescents,13.0,la Marina de Port,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.36549941267988,2.139637719083576
1145,﻿99400254924,Escola Business Engineering School - la Salle,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.40890993792351,2.1311370586996183
1146,﻿99400322343,Escola per a Infants i Adolescents de l'Hospital de Dia Clínic,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38914826078086,2.151784715500113
1149,﻿99400427060,Escola Entença,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.38234825683264,2.144850724412862
1151,﻿99400487350,Centre Universitari EAE,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Universitats,41.37959519989804,2.144118148280011
1152,﻿99400427063,Institut Maria Espinalt,68.0,el Poblenou,10.0,Sant Martí,Educació secundària,41.40616928378711,2.202749541771861
1153,﻿99400427064,Escola  Els 30 Passos,61.0,la Sagrera,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.4237364088405,2.1919519735502955
1155,﻿99400684565,IEM - Institut d'Estudis Mèdics,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Formació professional,41.3913621243985,2.199925991960716
1156,﻿99400576841,Constelaciones,,,,,Universitats,-0.0010942582961042,-1.4894678076317491
1157,﻿93096121636,Centre Educatiu Ramon Llull,62.0,el Congrés i els Indians,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42068244817662,2.1818416169469894
1160,﻿92168177308,Universitat Politècnica de Catalunya,21.0,Pedralbes,4.0,Les Corts,Universitats,41.3889419870853,2.116537839859507
1161,﻿1330172216,Observatori del Tibet i l'Àsia Central,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38549197752809,2.119168154034765
1162,﻿92356131953,Escola Marinada,48.0,la Guineueta,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.4407764597551,2.169660039047101
1164,﻿93078141703,Centre Educatiu Santa Teresa de Jesús *Llobregós,37.0,el Carmel,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42424369018471,2.1557717583087483
1167,﻿93081131447,Institut Escola Londres,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39105918370662,2.1470559524530706
1170,﻿92168166020,Centre Educatiu Lleó XIII,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària, Formació professional",41.4125162622214,2.1370978313480578
1174,﻿75990101587,Centre Educatiu Euroaula,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,"Formació professional, Universitats",41.38769707709447,2.1591812849139447
1176,﻿75990362443,Centre Educatiu Roca,61.0,la Sagrera,9.0,Sant Andreu,"Educació secundària, Formació professional",41.42184965206082,2.186428239062364
1178,﻿75990128073,Centre Educatiu Urgell,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38606409723271,2.153147381263221
1181,﻿354174913,Escola,21.0,Pedralbes,4.0,Les Corts,Universitats,41.39041020339857,2.11279079824562
1182,﻿355134317,Universitat Internacional de Catalunya,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.406033260654574,2.123231960089889
1183,﻿356094623,Rectorat i Serveis Centrals,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.41187688269559,2.131008959069784
1184,﻿99400690794,Institut de Logística de Barcelona,1.0,el Raval,1.0,Ciutat Vella,Formació professional,41.37177162422885,2.18076567497882
1185,﻿99400690808,Centre Educatiu Centre de Formació CET10,72.0,Sant Martí de Provençals,10.0,Sant Martí,Formació professional,41.417712371205,2.201996226446881
1186,﻿98292083343,Centre Educatiu Stucom Còrsega – Sant Francesc,31.0,la Vila de Gràcia,6.0,Gràcia,"Educació secundària, Formació professional",41.40028538275055,2.164108103718178
1188,﻿99400694727,Institut de Neurociències,40.0,Montbau,7.0,Horta-Guinardó,Universitats,41.43571773604589,2.1471458631506635
1189,﻿99400073694,Centre de Postgrau de les EUTSES,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Universitats,41.39559126396927,2.1457682502398017
1190,﻿99400062501,"Grup de Recerca Treballs, Institucions i Gènere",1.0,el Raval,1.0,Ciutat Vella,Universitats,41.38403193047776,2.167331566974877
1191,﻿99400075757,Escola Fructuós Gelabert,6.0,la Sagrada Família,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.40609276031637,2.170317488069076
1193,﻿75990426975,Centre Educatiu Maristes Anna Ravell,11.0,el Poble-sec,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.37207561836441,2.1617285392182004
1196,﻿75990074681,Escuela Superior Europea de Comercio,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Universitats,41.38542389747293,2.177197587197863
1197,﻿99400145670,Laboratori d’Electroquímica de Materials i del Medi Ambient,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38476479287836,2.117283075395298
1198,﻿99400145684,Unitat de Recerca Institut Barraquer,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Universitats,41.39738463256767,2.1462760581798173
1199,﻿99400055290,Institut Universitari Barraquer,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Universitats,41.39738463256767,2.1462760581798173
1200,﻿98125165447,Escola Tècnica Superior d'Arquitectura La Salle - URL,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.40944167227188,2.1300561885083784
1201,﻿99400667201,Centre d'Estudis Australians i Transnacionals,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38657819473568,2.1640174812800828
1202,﻿75990068951,Centre Educatiu Decroly,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària",41.41064924510799,2.133711244580684
1205,﻿150121418,Institut Hospital del Mar d'Investigacions Mèdiques,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.38557664189982,2.1940174451357706
1206,﻿75990051854,Centre Educatiu Centre Català Comercial,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,Formació professional,41.42881245670496,2.1768330194861587
1207,﻿92086034264,Universitat Ramon Llull,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.41187688269559,2.131008959069784
1208,﻿99400322565,Escola per a Adolescents,51.0,Verdun,8.0,Nou Barris,Educació secundària,41.44298880234272,2.175021416842057
1209,﻿92086008787,Universitat de Barcelona,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38657708352391,2.164030568391206
1210,﻿92168164581,Secció d'Institut Bosc de Montjuïc,11.0,el Poble-sec,3.0,Sants-Montjuïc,Educació secundària,41.368858795342405,2.1611311506337145
1211,﻿92168164582,Escola Brasil,71.0,Provençals del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.41622200170397,2.204839282961313
1213,﻿92168164601,Escola La Caixa,72.0,Sant Martí de Provençals,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.41729122838103,2.2030539455792635
1215,﻿92168164605,Centre Educatiu Escolàpies Sant Martí - Barcelona,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.4123959772303,2.181658601038992
1218,﻿92168164607,Escola Calderón de la Barca,46.0,el Turó de la Peira,8.0,Nou Barris,"Ensenyament infantil (3-6 anys), Educació primària",41.43370664300266,2.171537082957821
1220,﻿75990263456,Centre Educatiu Loreto - Abat Oliba,21.0,Pedralbes,4.0,Les Corts,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39363680080199,2.107304004598997
1224,﻿99103085510,Centre d'Investigació i Desenvolupament,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38768359483976,2.1149246884095305
1225,﻿92168166380,Centre Educatiu Voramar,68.0,el Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39593332114146,2.1982237224730143
1228,﻿98020180502,Centre Educatiu Magòria,14.0,la Font de la Guatlla,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37155495210272,2.1457222177556883
1230,﻿98078095826,Centre Educatiu Grèvol,69.0,Diagonal Mar i el Front Marítim del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.40512883427549,2.2115272743841814
1233,﻿99400177193,Escola Fluvià,69.0,Diagonal Mar i el Front Marítim del Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.40706157632974,2.207122795296649
1235,﻿99400694725,Institut de Nanociència i Nanotecnologia,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.385348173780805,2.117024113014179
1236,﻿99400673218,Escola de Música Sona Espai Musical,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Música,41.385814964802535,2.1845697917712625
1237,﻿99400673257,Institut dels Aliments de Barcelona,12.0,la Marina del Prat Vermell,3.0,Sants-Montjuïc,Formació professional,41.33118067913596,2.114201881404796
1238,﻿99400322968,Centre Educatiu Formación Empresarial Dual Alemana - Barcelona,6.0,la Sagrada Família,2.0,Eixample,Formació professional,41.40833485857838,2.179464197836513
1239,﻿99400319717,Escola per a Infants i Adolescents,3.0,la Barceloneta,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38343360981442,2.1946836219941206
1242,﻿99400614167,InnoBA - Centre per a la Innovació Socioeconòmica,71.0,Provençals del Poblenou,10.0,Sant Martí,Universitats,41.40708782279075,2.1944900638727214
1243,﻿99400574320,Centre Educatiu Sant Joan de Déu,21.0,Pedralbes,4.0,Les Corts,Formació professional,41.3911041816596,2.111560842144092
1244,﻿99400694564,Escola de Doctorat - UB,10.0,Sant Antoni,2.0,Eixample,Universitats,41.3848559676168,2.162636789031969
1245,﻿92168165490,Escola La Muntanyeta,14.0,la Font de la Guatlla,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37051047936723,2.148206192156628
1247,﻿92168165492,Escola La Palmera,73.0,la Verneda i la Pau,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.42024045881369,2.204341821626755
1249,﻿92168165508,Institut La Sedeta,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,Educació secundària,41.40504776146469,2.168204685309836
1250,﻿92168165555,Escola Lluís Vives,17.0,Sants - Badal,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària",41.37186290045591,2.1280851779733574
1252,﻿92168165559,Escola Les Acàcies,68.0,el Poblenou,10.0,Sant Martí,"Ensenyament infantil (3-6 anys), Educació primària",41.40417588374946,2.204255171160297
1254,﻿99400264732,Institut Quatre Cantons,68.0,el Poblenou,10.0,Sant Martí,Educació secundària,41.40462557967737,2.200693579080881
1255,﻿99400676991,Centre de Formació Professional Cruïlla,54.0,Torre Baró,8.0,Nou Barris,"Adults, Formació professional",41.459583794975394,2.1805581491479247
1257,﻿75990002051,Escola Professional Salesiana - Salesians de Sarrià,24.0,les Tres Torres,5.0,Sarrià-Sant Gervasi,Formació professional,41.394938605535096,2.1278275709059584
1258,﻿99400429409,Centre Superior de Música Jam Session,14.0,la Font de la Guatlla,3.0,Sants-Montjuïc,Música,41.37077798959263,2.148871812723897
1259,﻿99400448884,Escola Municipal de Música Can Fargues,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,Música,41.42740995854969,2.1648645446248787
1260,﻿75990052603,Centre Educatiu Santíssima Trinitat,21.0,Pedralbes,4.0,Les Corts,"Educació secundària, Formació professional",41.38976386527317,2.109020646204132
1262,﻿75990095933,Escola Universitària de Turisme CETA,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38034947242665,2.1489708474391604
1263,﻿99400495849,Escola Superior d'Infermeria del Mar,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.381731265825465,2.1918056817245497
1264,﻿99400496037,Facultat d'Educació - UIC,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Universitats,41.40682006692788,2.1211285739692523
1265,﻿99400281026,Grup de Recerca sobre Exclusió i Control Socials. UB,1.0,el Raval,1.0,Ciutat Vella,Universitats,41.38407718499735,2.166899934194828
1266,﻿75990025727,Centre Educatiu Sant Gregori,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.41244844137116,2.1251917132815983
1269,﻿99400576970,Institut Joncar,68.0,el Poblenou,10.0,Sant Martí,Educació secundària,41.40140488846787,2.204542879960712
1270,﻿99400219598,Centre Superior de Música Liceu,1.0,el Raval,1.0,Ciutat Vella,Música,41.376083367668606,2.1710306460576123
1271,﻿75990098691,Centre Educatiu Sant Pau,21.0,Pedralbes,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.39200999937116,2.1051063522170472
1274,﻿75990117837,Escola de Música Farré,18.0,Sants,3.0,Sants-Montjuïc,Música,41.37927459385171,2.136181343415099
1275,﻿75990148228,Centre Educatiu Estudis Financers,31.0,la Vila de Gràcia,6.0,Gràcia,Formació professional,41.40332953330452,2.1521071038520323
1276,﻿99400487158,Escola de Noves Tecnologies Interactives,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,"Formació professional, Universitats",41.38204283414085,2.116362046391724
1278,﻿75990135841,Centre Educatiu Castro de la Peña,35.0,el Guinardó,7.0,Horta-Guinardó,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.417036487958,2.175834829481162
1282,﻿1079155038,Escola Municipal de Música  Can Ponsic,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Música,41.39694239351858,2.11878940731059
1283,﻿75990099226,Centre Educatiu Santa Maria dels Apòstols,70.0,el Besòs i el Maresme,10.0,Sant Martí,"Educació primària, Educació secundària, Formació professional",41.41833150293345,2.210645258219172
1286,﻿99400449595,Centro Universitario Internacional de Barcelona,,,,,Universitats,-0.0010942582961042,-1.4894678076317491
1287,﻿75990169953,Centre d'Estudis Politècnics,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,"Adults, Educació secundària, Formació professional",41.38872684298498,2.173287528479757
1290,﻿75990103551,Institut Escola Sicília,6.0,la Sagrada Família,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.40295641282609,2.1715275972661776
1293,﻿99400284569,Escola Congrés-Indians,61.0,la Sagrera,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària",41.42524649826285,2.1893636167955752
1295,﻿99400694644,Facultat Internacional de Comerç i Economia Digital La Salle - URL,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.407921109691735,2.13011876510642
1296,﻿75990212122,Institut de Recerca Sant Pau - Centre CERCA,35.0,el Guinardó,7.0,Horta-Guinardó,Universitats,41.41375025072343,2.177271688141024
1297,﻿24085910,Institut Lluís Vives,17.0,Sants - Badal,3.0,Sants-Montjuïc,Educació secundària,41.37186290045591,2.1280851779733574
1298,﻿75990334123,Escola de Música Pausa,36.0,la Font d'en Fargues,7.0,Horta-Guinardó,Música,41.426245461581225,2.169096663093005
1299,﻿75990292021,Centre Educatiu Proa,16.0,la Bordeta,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.371504344790274,2.140028600937792
1302,﻿99400620283,Institut Escola Arts,15.0,Hostafrancs,3.0,Sants-Montjuïc,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.3758228225092,2.1424059467049545
1305,﻿92086003527,Facultat de Medicina i Ciències de la Salut - UB,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.38955539831457,2.152194463242196
1306,﻿99400479447,Escola Xirinacs,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.38346648370963,2.145384672271731
1308,﻿99400479515,Escola Gaia,6.0,la Sagrada Família,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària",41.40376075012159,2.182749609693285
1310,﻿99400417811,Escola de Perruqueria Miguel Griñó,10.0,Sant Antoni,2.0,Eixample,Formació professional,41.37820559348554,2.1601608104554217
1311,﻿75990170841,St. Peter's School,21.0,Pedralbes,4.0,Les Corts,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38864051984496,2.1060053781551
1315,﻿75990674774,Escola de Música Sant Gervasi,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Música,41.4085129090134,2.1353190059601315
1316,﻿75990099889,Centre Educatiu Bemen 3,44.0,Vilapicina i la Torre Llobeta,8.0,Nou Barris,Formació professional,41.428063673597705,2.171791601093148
1317,﻿75990488467,"BAU, Centre Universitari d'Arts i Disseny de Barcelona",68.0,el Poblenou,10.0,Sant Martí,Universitats,41.39772635565731,2.195641449471245
1318,﻿75990409897,EINA - Escola de Disseny i Art,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,Universitats,41.40287986302204,2.114333805752234
1319,﻿75990171094,Centre Educatiu John Talabot,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.40646961208439,2.125237416308632
1322,﻿75990160243,Fundació Centre Internacional d'Hidrologia Subterrània,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Universitats,41.3850174532252,2.148754190172375
1323,﻿75990116872,Centre Villar,31.0,la Vila de Gràcia,6.0,Gràcia,Formació professional,41.40691741937064,2.153183265276704
1324,﻿75990172176,Centre Educatiu Mediterrani,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Formació professional,41.38032828005064,2.1521728300012533
1325,﻿355134447,Rectorat,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.406033260654574,2.123231960089889
1326,﻿75990263515,Virtèlia Escola de Música,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,Música,41.3975214368197,2.138675502909632
1327,﻿92086002008,Facultat de Química - UB,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38476479287836,2.117283075395298
1328,﻿75990169560,Centre Educatiu Arts i Tècniques de la Moda,7.0,la Dreta de l'Eixample,2.0,Eixample,Formació professional,41.39456362581112,2.1724060683481343
1329,﻿74093138,Centre Educatiu Sant Antoni Maria Claret,61.0,la Sagrera,9.0,Sant Andreu,Formació professional,41.42104940347093,2.1874125121201167
1330,﻿99400063407,Centre Educatiu Lloret,18.0,Sants,3.0,Sants-Montjuïc,"Ensenyament infantil (0-3 anys), Ensenyament infantil (3-6 anys), Educació primària",41.375324368565366,2.135681179303301
1333,﻿75990040207,Centre Educatiu Sant Ramon Nonat-Sagrat Cor,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.375937935729695,2.116316955865797
1336,﻿99400071652,Parc de Recerca Biomèdica de Barcelona,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.38557632373501,2.194017030461737
1337,﻿99400660601,Centre d'Educació Monlausports,59.0,el Bon Pastor,9.0,Sant Andreu,Formació professional,41.44334056808705,2.205369209637348
1338,﻿99400033884,Escola de Música Gymúsic,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,Música,41.41182469172306,2.177953947273433
1339,﻿99400071112,Centre per a la Iniciativa Emprenedora Glòries,71.0,Provençals del Poblenou,10.0,Sant Martí,Universitats,41.406538009549216,2.1924314247390777
1340,﻿75990334107,Escola de Música de Gràcia,31.0,la Vila de Gràcia,6.0,Gràcia,Música,41.40440967867672,2.158550366121792
1341,﻿75990064070,Escola Universitària Formàtic Barcelona,7.0,la Dreta de l'Eixample,2.0,Eixample,"Formació professional, Universitats",41.39352914679206,2.1627526891917705
1343,﻿27113254,Escola de Música Sant Josep,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,Música,41.405251173903096,2.1653537753375733
1344,﻿75990049345,Centre Educatiu Guinardó,35.0,el Guinardó,7.0,Horta-Guinardó,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.42003426194498,2.1789087682115302
1347,﻿68155924,Equip de Seguretat per a la Coordinació d'Emergències en Xarxes Telemàtiques,21.0,Pedralbes,4.0,Les Corts,Universitats,41.38790151896208,2.1146704334958524
1348,﻿172133754,Escola de Música Musicant,64.0,el Camp de l'Arpa del Clot,10.0,Sant Martí,Música,41.41675751175242,2.183652519591849
1349,﻿99400596562,Consorci Institut d'Investigacions Biomèdiques August Pi i Sunyer,8.0,l'Antiga Esquerra de l'Eixample,2.0,Eixample,Universitats,41.3887243891526,2.151034730432242
1350,﻿99400694711,Institut de Biologia Evolutiva,3.0,la Barceloneta,1.0,Ciutat Vella,Universitats,41.3855652876679,2.193994059378719
1351,﻿75990008599,Centre Educatiu IPSI,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.38686117014667,2.149917369654088
1354,﻿99400707255,Institut Vallcarca,28.0,Vallcarca i els Penitents,6.0,Gràcia,Educació secundària,41.41709892852106,2.141460201600079
1355,﻿75990059842,Escola de Música Allegretto - Gràcia,32.0,el Camp d'en Grassot i Gràcia Nova,6.0,Gràcia,Música,41.40764303949543,2.1633766587038155
1356,﻿75990107120,Escola de Música Taller de Músics,1.0,el Raval,1.0,Ciutat Vella,Música,41.37973318249821,2.1640647648156945
1357,﻿99400690822,University for Technology and Design Harbour Space,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,Universitats,41.39036893615914,2.196931674574192
1358,﻿99400604864,Escola de Música Allegretto - Poblenou,68.0,el Poblenou,10.0,Sant Martí,Música,41.40587748061788,2.1980966470781773
1359,﻿99400694631,Facultat de Medicina i Ciències de la Salut - UIC,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,Universitats,41.406033260654574,2.123231960089889
1360,﻿99400694560,Centre de Formació i Interdisciplinària Superior,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Universitats,41.38357497214681,2.115743968153055
1361,﻿99400648272,Institut Escola Rec Comtal,57.0,la Trinitat Vella,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.45127867525017,2.1919238393338296
1364,﻿99400648279,Institut Vapor del Fil,60.0,Sant Andreu,9.0,Sant Andreu,Educació secundària,41.43364461764519,2.1923518346118622
1365,﻿99400701039,Biomimetic Sciences Institute,71.0,Provençals del Poblenou,10.0,Sant Martí,Universitats,41.406214481993096,2.1958947765216155
1366,﻿99400682737,Escola d'Educació Musical i Visual Beeslab,18.0,Sants,3.0,Sants-Montjuïc,Música,41.38217914879073,2.137759205767059
1367,﻿99400713790,Institut Escola Sant Felip Neri,2.0,el Barri Gòtic,1.0,Ciutat Vella,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.383399685180855,2.174943737830604
1370,﻿99400708055,Escola de Música Aula Compàs,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,Música,41.377673470759206,2.1123406665102977
1371,﻿99400707955,Institut TIC de Barcelona,66.0,el Parc i la Llacuna del Poblenou,10.0,Sant Martí,Formació professional,41.40267993266015,2.1944666095628262
1372,﻿99400706771,Centre Educatiu Barcelona Vitae Nou Barris,45.0,Porta,8.0,Nou Barris,Formació professional,41.435431633542514,2.1800941010622124
1373,﻿99400720328,Institut de Tècniques Audiovisuals i de l’Espectacle de BCN,66.0,el Parc i la Llacuna del Poblenou,10.0,Sant Martí,Formació professional,41.40197746379566,2.194174409997845
1374,﻿99400726965,UPC School of Professional & Executive Development,68.0,el Poblenou,10.0,Sant Martí,Universitats,41.39777010306742,2.1963775059617454
1375,﻿99400727830,Centre Educatiu Vedruna Pro - Escola Superior d'Hosteleria,31.0,la Vila de Gràcia,6.0,Gràcia,Formació professional,41.40487385740601,2.1512582458050145
1376,﻿99400728427,Institut Escola Vapor i Molí *Centre de nova creació curs 24-25,60.0,Sant Andreu,9.0,Sant Andreu,"Ensenyament infantil (3-6 anys), Educació primària, Educació secundària",41.43879951258036,2.1895281742745585
1379,﻿99400721646,Centre Educatiu d'Hostelería Hofmann,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,Formació professional,41.38414145193036,2.181356251429076
1380,﻿99400726632,Centre Educatiu DigitechFP,9.0,la Nova Esquerra de l'Eixample,2.0,Eixample,Formació professional,41.37921383504241,2.1519908150787197
1381,﻿99400720445,Centre Educatiu ESEP,19.0,les Corts,4.0,Les Corts,"Adults, Formació professional",41.38306732397128,2.1364907523512
